fecha,presentacion,origen,destino,precio_minimo,precio_maximo,precio_frecuente,obs,fecha_inicio_query,fecha_final_query,producto_id,origen_id,destino_id,origen_query,destino_query,precios_por_id,registros_por_pagina,fuente,fecha_extraccion
05/03/2026,Arpilla de 24 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",20.0,20.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Arpilla de 24 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",20.0,20.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Arpilla de 24 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",20.83,20.83,20.83,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Arpilla de 24 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",22.08,22.08,22.08,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Arpilla de 24 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",22.08,22.08,22.08,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Arpilla de 24 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",22.08,22.08,22.08,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Arpilla de 24 kg.,Baja California,"Baja California : Central de Abasto INDIA, Tijuana",22.92,22.92,22.92,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,20.0,20.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,20.0,20.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,20.0,20.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Baja California Sur,Baja California Sur: Unión de Comerciantes de La Paz,20.0,20.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Jalisco,Baja California Sur: Unión de Comerciantes de La Paz,18.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",30.0,35.0,35.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",30.0,35.0,35.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",35.0,40.0,40.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",35.0,40.0,40.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",35.0,40.0,40.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",35.0,40.0,40.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",35.0,40.0,40.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",35.0,40.0,40.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Distrito Federal,"Campeche: Mercado ""Pedro Sáinz de Baranda"", Campeche",35.0,40.0,40.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,23.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,23.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,23.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,23.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Durango,"Coahuila: Central de Abasto de La Laguna, Torreón",22.0,24.0,23.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Jalisco,Colima: Centros de distribución de Colima,30.0,32.0,32.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Jalisco,Colima: Centros de distribución de Colima,30.0,32.0,32.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Jalisco,Colima: Centros de distribución de Colima,30.0,32.0,32.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Jalisco,Colima: Centros de distribución de Colima,30.0,32.0,32.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,22.0,28.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,22.0,28.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,20.0,28.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,20.0,28.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,20.0,28.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,22.0,28.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,22.0,28.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,22.0,28.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Chiapas,Chiapas: Central de Abasto de Tuxtla Gutiérrez,20.0,28.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,26.5,25.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,28.0,25.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,28.0,25.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,28.0,25.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,29.0,25.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,29.0,25.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,29.0,25.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,30.0,26.25,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Arpilla de 20 kg.,Sinaloa,Chihuahua: Central de Abasto de Chihuahua,25.0,30.0,26.25,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Sonora,Chihuahua: Mercado de Abasto de Cd. Juárez,28.0,28.0,28.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,17.0,25.0,20.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,18.0,29.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,18.0,29.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,18.0,29.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,18.0,29.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,18.0,29.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,18.0,29.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,18.0,28.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Arpilla de 30 kg.,Zacatecas,DF: Central de Abasto de Iztapalapa DF,18.0,30.0,23.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Sinaloa,Durango: Centro de Distribución y Abasto de Gómez Palacio,17.5,24.0,20.5,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,35.0,35.0,35.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,42.0,42.0,42.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,42.0,42.0,42.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,42.0,42.0,42.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
09/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,42.0,42.0,42.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
10/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,42.0,42.0,42.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
11/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,42.0,42.0,42.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
12/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,42.0,42.0,42.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
13/03/2026,Kilogramo,Distrito Federal,Guerrero: Central de Abastos de Acapulco,42.0,42.0,42.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
03/03/2026,Arpilla de 30 kg.,México,Hidalgo: Central de Abasto de Pachuca,15.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
04/03/2026,Arpilla de 30 kg.,México,Hidalgo: Central de Abasto de Pachuca,15.0,18.0,18.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
05/03/2026,Arpilla de 30 kg.,México,Hidalgo: Central de Abasto de Pachuca,22.0,30.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
06/03/2026,Arpilla de 30 kg.,México,Hidalgo: Central de Abasto de Pachuca,22.0,30.0,22.0,,2026-03-03,2026-03-16,233,-1,-1,-1,-1,2,,sniim_frutas_hortalizas,2026-03-16T22:34:36
